date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:36:46	861/861	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22635a79f1-7a8%22	https://www.piaproxy.com/robots.txt		(from )
19:36:47	67133/67133	---MCZ	200	added ('OK')	text/html	etag:W/%22635a799b-1063d%22	https://www.piaproxy.com/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/index.html	(from )
19:36:49	3607/3607	---M--	200	added ('OK')	image/png	etag:%2262821db7-e17%22	https://wapi.piaproxy.com/static/index/img/favicon.png	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/favicon.png	(from https://www.piaproxy.com/)
19:36:49	4728/4728	---M-Z	200	added ('OK')	text/css	etag:W/%226257ba68-1278%22	https://wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/poppins/poppins_font.css	(from https://www.piaproxy.com/)
19:36:50	5887/5887	---M-Z	200	added ('OK')	text/css	etag:W/%226343ab6f-16ff%22	https://wapi.piaproxy.com/static/index/css/fonts/font.css	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/fonts/font.css	(from https://www.piaproxy.com/)
19:36:51	49443/49443	---M-Z	200	added ('OK')	text/css	etag:W/%22635a7971-c123%22	https://wapi.piaproxy.com/static/index/css/common.css	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/common.css	(from https://www.piaproxy.com/)
19:36:52	174122/174122	---MCZ	200	added ('OK')	text/css	etag:W/%22635a7971-2a82a%22	https://wapi.piaproxy.com/static/index/css/index.css	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/index.css	(from https://www.piaproxy.com/)
19:36:52	5114/5114	---MCZ	200	added ('OK')	text/css	etag:W/%2262d7dac5-13fa%22	https://wapi.piaproxy.com/static/index/css/ipchangeranimation.css?v=0.1	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/ipchangeranimation7e0c.css	(from https://www.piaproxy.com/)
19:36:52	21031/21031	---M-Z	200	added ('OK')	text/css	etag:W/%2262ed1bf2-5227%22	https://wapi.piaproxy.com/static/index/css/responsive.css	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/responsive.css	(from https://www.piaproxy.com/)
19:36:53	17971/17971	---M-Z	200	added ('OK')	text/css	etag:W/%226346864e-4633%22	https://wapi.piaproxy.com/static/index/css/special.css	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/css/special.css	(from https://www.piaproxy.com/)
19:36:54	89698/89698	---MCZ	200	added ('OK')	application/javascript	etag:W/%226257ba68-15e62%22	https://wapi.piaproxy.com/static/index/js/jquery.min.js	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/js/jquery.min.js	(from https://www.piaproxy.com/)
19:36:54	19764/19764	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262f4f20e-4d34%22	https://wapi.piaproxy.com/static/plugin/layer/2.1/layer.js	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/plugin/layer/2.1/layer.js	(from https://www.piaproxy.com/)
19:36:55	26386/26386	---M-Z	200	added ('OK')	application/javascript	etag:W/%22634f5468-6712%22	https://wapi.piaproxy.com/static/js/common.js	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/js/common.js	(from https://www.piaproxy.com/)
19:36:55	39738/39738	---MCZ	200	added ('OK')	application/javascript	etag:W/%22635a7971-9b3a%22	https://wapi.piaproxy.com/static/index/js/common.js	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/js/common.js	(from https://www.piaproxy.com/)
19:36:57	43/43	---MC-	200	added ('OK')	image/gif	date:Sat,%2029%20Oct%202022%2002:36:56%20GMT	http://in.getclicky.com/101377666ns.gif	C:/My%20Web%20Sites/piaprosxy/in.getclicky.com/101377666ns.gif	(from https://www.piaproxy.com/)
19:36:57	14913/14913	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2028%20Oct%202022%2017:27:08%20GMT	http://static.getclicky.com/101377666.js	C:/My%20Web%20Sites/piaprosxy/static.getclicky.com/101377666.js	(from https://www.piaproxy.com/)
19:36:57	343656/343656	---M-Z	200	added ('OK')	application/javascript	etag:%22630c4335-53e68%22	https://wapi.piaproxy.com/static/vue/vuedev.js	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/vue/vuedev.js	(from https://www.piaproxy.com/)
19:36:57	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sat,%2029%20Oct%202022%2002:36:57%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/piaprosxy/www.googletagmanager.com/gtm.f5445.delayed	(from https://www.piaproxy.com/)
19:36:58	4615/4615	---M--	200	added ('OK')	image/png	etag:%22635675e4-1207%22	https://wapi.piaproxy.com/static/index/img/index/activity/pric.png	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/index/activity/pric.png	(from https://www.piaproxy.com/)
19:36:58	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:36:58%20GMT	https://www.piaproxy.com/windows	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/windows.11.delayed	(from https://www.piaproxy.com/)
19:36:59	58260/58260	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7a84-e394%22	https://www.piaproxy.com/windows/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/windows/index.html	(from https://www.piaproxy.com/)
19:36:59	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:36:59%20GMT	https://www.piaproxy.com/macos	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/macos.12.delayed	(from https://www.piaproxy.com/)
19:36:59	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:36:59%20GMT	https://www.piaproxy.com/developerapi	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/developerapi	(from https://www.piaproxy.com/)
19:37:00	58283/58283	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7a88-e3ab%22	https://www.piaproxy.com/macos/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/macos/index.html	(from https://www.piaproxy.com/)
19:37:00	62999/62999	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7a71-f617%22	https://www.piaproxy.com/developerapi/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/developerapi/index.html	(from https://www.piaproxy.com/)
19:37:00	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:00%20GMT	https://www.piaproxy.com/servers	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/servers.14.delayed	(from https://www.piaproxy.com/)
19:37:00	75769/75769	---MCZ	200	added ('OK')	text/html	etag:W/%22635a79cc-127f9%22	https://www.piaproxy.com/servers/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/servers/index.html	(from https://www.piaproxy.com/)
19:37:00	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:00%20GMT	https://www.piaproxy.com/usecases	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/usecases	(from https://www.piaproxy.com/)
19:37:01	840/840	---M--	200	added ('OK')	image/png	etag:%22635a7971-348%22	https://wapi.piaproxy.com/static/index/img/header/Frame%201000006410.png	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/header/Frame%201000006410.png	(from https://www.piaproxy.com/)
19:37:01	57558/57558	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7acb-e0d6%22	https://www.piaproxy.com/usecases/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/usecases/index.html	(from https://www.piaproxy.com/)
19:37:01	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:01%20GMT	https://www.piaproxy.com/api-proxy	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/api-proxy	(from https://www.piaproxy.com/)
19:37:02	53545/53545	---MCZ	200	added ('OK')	text/html	etag:W/%22635bc151-d129%22	https://www.piaproxy.com/api-proxy/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/api-proxy/index.html	(from https://www.piaproxy.com/)
19:37:02	669/669	---M--	200	added ('OK')	image/png	etag:%22635a7971-29d%22	https://wapi.piaproxy.com/static/index/img/header/reference.png	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/header/reference.png	(from https://www.piaproxy.com/)
19:37:02	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:02%20GMT	https://www.piaproxy.com/ad-verification	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/ad-verification	(from https://www.piaproxy.com/)
19:37:02	47239/47239	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7ac2-b887%22	https://www.piaproxy.com/ad-verification/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/ad-verification/index.html	(from https://www.piaproxy.com/)
19:37:03	705/705	---M--	200	added ('OK')	image/png	etag:%22635a7971-2c1%22	https://wapi.piaproxy.com/static/index/img/header/Frame.png	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/header/Frame.png	(from https://www.piaproxy.com/)
19:37:03	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:02%20GMT	https://www.piaproxy.com/market-research	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/market-research	(from https://www.piaproxy.com/)
19:37:03	624/624	---M--	200	added ('OK')	image/png	etag:%22635a7971-270%22	https://wapi.piaproxy.com/static/index/img/header/Frame%201000006410(1).png	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/header/Frame%201000006410(1).png	(from https://www.piaproxy.com/)
19:37:03	46398/46398	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7ac5-b53e%22	https://www.piaproxy.com/market-research/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/market-research/index.html	(from https://www.piaproxy.com/)
19:37:03	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:03%20GMT	https://www.piaproxy.com/affiliate-test	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/affiliate-test	(from https://www.piaproxy.com/)
19:37:04	731/731	---M--	200	added ('OK')	image/png	etag:%22635a7971-2db%22	https://wapi.piaproxy.com/static/index/img/header/Frame(1).png	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/header/Frame(1).png	(from https://www.piaproxy.com/)
19:37:04	47906/47906	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7ac8-bb22%22	https://www.piaproxy.com/affiliate-test/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/affiliate-test/index.html	(from https://www.piaproxy.com/)
19:37:04	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:04%20GMT	https://www.piaproxy.com/social-media-marketing	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/social-media-marketing	(from https://www.piaproxy.com/)
19:37:04	1463/1463	---M--	200	added ('OK')	image/png	etag:%22635a7971-5b7%22	https://wapi.piaproxy.com/static/index/img/header/Frame(2).png	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/header/Frame(2).png	(from https://www.piaproxy.com/)
19:37:05	47108/47108	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7ad1-b804%22	https://www.piaproxy.com/social-media-marketing/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/social-media-marketing/index.html	(from https://www.piaproxy.com/)
19:37:05	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:04%20GMT	https://www.piaproxy.com/help	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/help	(from https://www.piaproxy.com/)
19:37:05	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:04%20GMT	https://www.piaproxy.com/FAQ	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/FAQ	(from https://www.piaproxy.com/)
19:37:05	54084/54084	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7a62-d344%22	https://www.piaproxy.com/help/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/help/index.html	(from https://www.piaproxy.com/)
19:37:05	52122/52122	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7a6b-cb9a%22	https://www.piaproxy.com/FAQ/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/FAQ/index.html	(from https://www.piaproxy.com/)
19:37:05	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:05%20GMT	https://www.piaproxy.com/helpguide	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/helpguide.23.delayed	(from https://www.piaproxy.com/)
19:37:06	185744/185744	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7a6e-2d590%22	https://www.piaproxy.com/helpguide/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/helpguide/index.html	(from https://www.piaproxy.com/)
19:37:06	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:06%20GMT	https://www.piaproxy.com/helpvideo	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/helpvideo	(from https://www.piaproxy.com/)
19:37:07	51195/51195	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7a68-c7fb%22	https://www.piaproxy.com/helpvideo/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/helpvideo/index.html	(from https://www.piaproxy.com/)
19:37:07	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:06%20GMT	https://www.piaproxy.com/helpguide?id=APIGuide	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/helpguide91bf	(from https://www.piaproxy.com/)
19:37:07	1183/1183	---M--	200	added ('OK')	image/png	etag:%2263590c1b-49f%22	https://wapi.piaproxy.com/static/index/img/header/Frame_2.png	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/header/Frame_2.png	(from https://www.piaproxy.com/)
19:37:07	185744/185744	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7a6e-2d590%22	https://www.piaproxy.com/helpguide/?id=APIGuide	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/helpguide/index91bf.html	(from https://www.piaproxy.com/)
19:37:07	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:07%20GMT	https://www.piaproxy.com/refer-friend	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/refer-friend	(from https://www.piaproxy.com/)
19:37:08	51143/51143	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7a5c-c7c7%22	https://www.piaproxy.com/refer-friend/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/refer-friend/index.html	(from https://www.piaproxy.com/)
19:37:08	8563/8563	---M--	200	added ('OK')	image/png	etag:%226305f9d5-2173%22	https://wapi.piaproxy.com/static/index/img/header/header_refer.png	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/header/header_refer.png	(from https://www.piaproxy.com/)
19:37:08	1955/1955	---M--	200	added ('OK')	image/png	etag:%2262976a87-7a3%22	https://wapi.piaproxy.com/static/index/img/header/header.png	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/header/header.png	(from https://www.piaproxy.com/)
19:37:09	2589/2589	---M--	200	added ('OK')	image/png	etag:%226303a7c5-a1d%22	https://wapi.piaproxy.com/static/index/img/pay/paytype_virtual1.png	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/pay/paytype_virtual1.png	(from https://www.piaproxy.com/)
19:37:09	2113/2113	---M--	200	added ('OK')	image/png	etag:%2263108354-841%22	https://wapi.piaproxy.com/static/index/img/pay/paytype_virtual10.png	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/pay/paytype_virtual10.png	(from https://www.piaproxy.com/)
19:37:10	161455/161455	---M--	200	added ('OK')	image/gif	etag:%2262f0cd04-276af%22	https://wapi.piaproxy.com/static/index/img/header/loading.gif	C:/My%20Web%20Sites/piaprosxy/wapi.piaproxy.com/static/index/img/header/loading.gif	(from https://www.piaproxy.com/)
19:37:10	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:09%20GMT	https://www.piaproxy.com/piaproxy	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/piaproxy	(from https://www.piaproxy.com/)
19:37:10	108943/108943	---MCZ	200	added ('OK')	text/html	etag:W/%22635a7a2c-1a98f%22	https://www.piaproxy.com/piaproxy/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/piaproxy/index.html	(from https://www.piaproxy.com/)
19:37:11	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:10%20GMT	https://www.piaproxy.com/app	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/app.2e.delayed	(from https://www.piaproxy.com/)
19:37:11	34085/34085	---MCZ	200	added ('OK')	text/html	etag:W/%22635a79ab-8525%22	https://www.piaproxy.com/app/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/app/index.html	(from https://www.piaproxy.com/)
19:37:11	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:11%20GMT	https://www.piaproxy.com/android	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/android	(from https://www.piaproxy.com/)
19:37:12	32449/32449	---MCZ	200	added ('OK')	text/html	etag:W/%22635a79bb-7ec1%22	https://www.piaproxy.com/android/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/android/index.html	(from https://www.piaproxy.com/)
19:37:12	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:11%20GMT	https://www.piaproxy.com/ios	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/ios	(from https://www.piaproxy.com/)
19:37:12	27491/27491	---MCZ	200	added ('OK')	text/html	etag:W/%22635a79eb-6b63%22	https://www.piaproxy.com/ios/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/ios/index.html	(from https://www.piaproxy.com/)
19:37:12	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Oct%202022%2002:37:12%20GMT	https://www.piaproxy.com/wind	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/wind	(from https://www.piaproxy.com/)
19:37:13	27202/27202	---MCZ	200	added ('OK')	text/html	etag:W/%22635a79b8-6a42%22	https://www.piaproxy.com/wind/	C:/My%20Web%20Sites/piaprosxy/www.piaproxy.com/wind/index.html	(from https://www.piaproxy.com/)
